"size_bytes","price","rating_count_tot","rating_count_ver","user_rating","user_rating_ver","cont_rating","prime_genre","sup_devices.num","ipadSc_urls.num","lang.num"
273844224,0,71856,62,3.5,4.5,"4+","Social Networking",37,2,23
40216576,1.99,13350,489,4.5,5,"12+","Health & Fitness",38,0,15
2386944,0.99,137,0,3,0,"4+","Entertainment",37,1,1
105431040,0,180087,1101,3.5,4.5,"12+","Games",37,5,5
44129280,0.99,33426,299,4,5,"4+","Health & Fitness",37,5,3
116443136,0,293228,110,4,3,"12+","Music",37,5,2
1646592,1.99,21609,69,3.5,2.5,"9+","Entertainment",40,0,1
30016512,4.99,4684,10,4,4,"4+","Utilities",37,4,9
29518848,2.99,2104,0,4.5,0,"17+","Weather",37,0,1
66872320,2.99,41633,6,4,3,"9+","Games",37,0,1
45229056,2.99,3610,7,4.5,5,"4+","Photo & Video",37,5,1
127470592,0,4677,12,3,4,"12+","Music",37,5,21
44241920,3.99,30,0,3.5,0,"4+","Navigation",37,0,2
107983872,0,48905,2691,4.5,4.5,"4+","Music",37,4,12
8044544,4.99,32,0,3,0,"4+","Navigation",38,5,7
37214208,0,446185,1359,3.5,3.5,"4+","Travel",43,5,30
60320768,1.99,21825,10,3,4,"9+","Entertainment",37,5,1
100849664,0,508808,99,3,4.5,"4+","Games",38,5,10
72748032,0,57500,103,3,4,"4+","Sports",37,0,1
32164864,1.99,2576,4,4,5,"4+","Games",38,5,1
69079040,1.99,1572,34,4,4.5,"4+","Weather",37,0,13
82037760,2.99,3292,2,3,5,"4+","Business",37,2,2
150195200,4.99,8932,55,4.5,5,"4+","Education",37,0,12
199734272,0,495626,5893,3.5,4.5,"4+","Weather",37,0,33
13156352,0.99,812,14,3,4,"4+","Lifestyle",38,0,7
30367744,2.99,1583,2,3.5,4.5,"12+","Lifestyle",37,5,1
93420544,0,113936,150,4.5,5,"4+","Food & Drink",37,1,6
31505408,4.99,2027,2,4,5,"4+","Entertainment",37,5,33
25997312,3.99,768,4,4,4,"4+","Education",37,3,3
182054912,0,373835,402,4,4.5,"4+","Health & Fitness",37,3,1
138754048,0,108131,13,3,2,"4+","Shopping",37,0,1
13564835,0.99,18943,1787,3.5,4.5,"4+","Games",47,0,1
133688320,0,126312,22,3.5,3,"4+","Shopping",37,5,8
55205888,4.99,35735,378,4,4.5,"4+","Games",40,0,0
46922752,4.99,410,7,3,2.5,"4+","Utilities",37,5,1
63283200,12.99,1390,143,4.5,5,"4+","Music",37,5,33
53426176,0,38,2,3.5,5,"4+","Music",37,5,4
39505920,0,233270,14625,4.5,4.5,"4+","Finance",37,0,2
210088960,21.99,64,0,4.5,0,"4+","Reference",37,5,2
36399104,0,109349,1540,3.5,5,"12+","Food & Drink",37,5,1
115143680,0,2229,4,3.5,1,"17+","News",37,0,1
56481792,1.99,14970,24,3.5,4.5,"4+","Navigation",37,0,1
181941248,0,144214,2162,3.5,4,"4+","Weather",37,1,43
162891776,0,232940,683,4,4.5,"4+","Finance",37,5,1
98108416,0,48407,20,3,3.5,"12+","News",37,0,1
54088704,0.99,5531,37,3.5,2.5,"4+","Utilities",40,3,13
50155520,1.99,3393,77,4,4,"4+","Education",43,5,1
23936000,0,65016,274,3.5,5,"4+","Utilities",38,4,17
145293312,0.99,187529,1071,4,4,"9+","Entertainment",43,5,1
140367872,0,33969,466,3.5,5,"4+","Health & Fitness",37,0,17
281244672,0,48822,193,3.5,4,"4+","Finance",37,0,1
66695168,1.99,59155,101,4.5,2.5,"4+","Games",40,5,1
169747456,0,252076,80,3.5,4.5,"4+","Book",37,5,9
41691136,1.99,4913,1,4,4,"9+","Games",37,3,15
122886144,0,1744,0,3.5,0,"4+","Finance",37,0,1
55803904,0.99,16567,1155,4.5,4.5,"4+","Games",43,4,1
188956672,0,187315,9,2,4,"17+","Games",37,5,9
22185984,2.99,4781,1,4.5,5,"4+","Music",37,5,10
66160640,3.99,94,4,4.5,4.5,"4+","Games",37,0,1
28135424,0.99,29554,55,4,5,"4+","Photo & Video",37,0,3
27962441,0.99,32988,2489,4,4,"12+","Games",47,5,1
133238784,0,373519,127,3.5,4,"4+","Social Networking",37,0,32
151573504,0,334293,919,4,4,"17+","Social Networking",37,5,16
27069440,1.99,2302,3,3.5,5,"4+","Photo & Video",37,5,1
101259264,0,60659,57,3,2.5,"17+","Social Networking",37,5,10
168192000,2.99,2562,10,4,4.5,"4+","Games",37,5,4
17485824,4.99,3042,6,3.5,4,"4+","Finance",37,5,11
5234688,0.99,338,12,2.5,2,"4+","Weather",43,0,1
237913088,2.99,16434,3,4.5,4.5,"4+","Health & Fitness",37,0,9
233513984,2.99,10046,7,4.5,5,"4+","Health & Fitness",37,0,9
110420992,0,29107,85,3,4,"12+","News",37,5,10
47774720,1.99,878,48,4,4.5,"17+","Games",38,5,1
22259712,0.99,1140,20,3.5,3.5,"4+","Games",37,4,1
431771648,2.99,35074,403,4.5,4,"4+","Games",43,0,6
120357888,0,59639,11,3,2.5,"17+","Sports",37,4,1
90828800,4.99,2913,357,4,5,"4+","Health & Fitness",43,5,1
30796800,0,39722,0,3,0,"4+","Photo & Video",37,5,1
151397376,0,81006,25,3.5,3,"4+","Entertainment",37,0,1
46880768,0,53465,204,3.5,4,"4+","Games",37,5,1
48741376,0.99,395261,88,4.5,4.5,"4+","Games",37,0,1
17145856,1.99,2021,147,4.5,4.5,"4+","Utilities",37,4,12
25808896,0,182,0,3,0,"17+","Entertainment",37,5,3
81924096,0,291787,589,4,5,"4+","Entertainment",37,4,1
19451904,1.99,2441,4,4,5,"17+","Utilities",38,4,12
118683648,0.99,1372,25,4,4,"12+","Games",37,2,1
723764224,249.99,773,10,4,3.5,"4+","Education",37,5,3
111275008,0,200047,177,4,4,"4+","Reference",37,0,1
109616128,0,112,0,3.5,0,"12+","News",37,5,17
120725504,0,148160,63,4.5,3.5,"4+","Sports",37,5,1
68491264,0,108507,628,3,3,"4+","Utilities",37,5,2
122153984,0,46,0,3,0,"4+","Entertainment",37,5,1
122315776,0,51427,874,4,5,"4+","Photo & Video",37,5,1
17010688,0.99,53821,165,3.5,4,"12+","Games",43,1,1
3691520,0,38681,563,4,4.5,"4+","Business",37,3,28
31387648,0.99,17776,6,4,5,"4+","Games",37,0,11
135044096,0,287589,73088,4.5,4.5,"4+","Social Networking",12,0,35
55815168,2.99,7308,15,4,4.5,"4+","Productivity",37,5,30
132632576,0,342969,88478,4.5,4.5,"4+","Lifestyle",37,5,1
270729216,4.99,6093,3,4,5,"4+","Games",37,5,7
39827456,4.99,5452,39,4.5,4.5,"9+","Games",38,5,1
57328640,0,43064,216,3,2.5,"4+","Finance",37,0,2
40717312,0,64,9,4.5,5,"4+","Music",37,5,14
141136896,0,220,2,4.5,5,"4+","Productivity",37,5,13
146228224,0,114096,2157,4.5,4,"4+","Games",37,5,3
52294656,9.99,1296,4,4,5,"4+","Productivity",37,4,13
16332800,2.99,1293,31,4,5,"4+","Travel",37,5,11
164382720,0,19946,13,4,2.5,"4+","Finance",37,5,1
45712384,0,88613,392,4,4.5,"4+","Entertainment",37,5,1
16086016,0.99,107727,55,3.5,4.5,"4+","Games",37,3,1
223805440,0.99,21416,974,4.5,4.5,"4+","Games",43,0,5
22159360,2.99,533,27,4,4,"4+","Games",37,3,9
20542280,2.99,32650,754,3.5,3.5,"12+","Music",43,1,1
130637824,0,164963,69,3.5,4,"4+","Social Networking",37,5,3
8900608,1.99,141,15,3,3,"4+","Weather",40,0,1
180500480,0,80424,46,4,4.5,"4+","Shopping",37,5,2
19853312,0.99,17190,180,4,4.5,"4+","Games",40,0,1
42926080,0.99,7973,127,4,5,"4+","Games",40,5,15
36692992,2.99,19621,1191,4,4.5,"4+","Games",37,5,1
36647936,3.99,7315,138,4,4.5,"4+","Games",37,5,6
91697152,0,118,0,3,0,"12+","News",37,5,1
51538944,0,290996,150,3.5,3.5,"4+","Sports",37,5,2
8302592,3.99,2785,90,4,4,"4+","Travel",37,5,26
430128128,6.99,54408,65,3.5,2,"12+","Games",37,5,8
69960704,9.99,8138,107,4,4.5,"4+","Games",37,5,13
767126,0,123190,68841,3,3,"4+","Education",47,0,1
12996628,0.99,23810,582,3.5,4,"12+","Games",45,0,1
139545600,0,54192,32,4,2,"4+","Sports",37,0,1
130394112,0,20953,481,4,4,"4+","Sports",37,5,1
101925888,9.99,71609,99,4.5,4,"12+","Music",37,4,14
52951040,0,32881,7,3.5,2,"12+","News",37,5,1
80409600,0,23201,14,2.5,2,"17+","Social Networking",37,5,5
137312256,0,17906,4,3,3,"4+","Shopping",37,5,1
144412672,74.99,927,3,3.5,2.5,"4+","Navigation",37,2,21
27746273,1.99,18920,3014,3.5,4.5,"9+","Games",47,0,1
119648256,0.99,30,0,3,0,"4+","Finance",37,0,3
119574528,0,77,1,3,4,"4+","Finance",37,0,3
79315968,0,104539,11,4.5,4.5,"4+","Health & Fitness",37,5,13
12818432,0.99,4016,1,4,5,"12+","Photo & Video",37,5,1
18165760,1.99,299,28,4,4.5,"4+","Food & Drink",38,0,1
253834240,1.99,5758,9,4,3,"12+","Games",40,0,1
69083136,0,5565,140,4.5,4.5,"9+","Games",37,5,17
8573952,0.99,213092,51,3.5,4.5,"9+","Games",37,3,1
127284224,0,150158,3392,4.5,5,"4+","Weather",37,2,8
81374398,4.99,6046,446,4,4,"12+","Games",47,0,1
94139392,0,345046,3040,4.5,4.5,"4+","Navigation",37,5,36
13216994,0.99,35930,262,3.5,4,"12+","Games",43,0,1
21010210,0.99,22557,526,4,4,"4+","Games",47,0,1
35998720,0.99,292,1,3,5,"17+","Sports",37,1,1
132510720,0,878563,8253,4.5,4.5,"12+","Music",37,5,18
37001216,0,22,0,3.5,0,"4+","Food & Drink",37,0,30
64147456,0,10472,58,3.5,2,"17+","Sports",37,5,1
100779008,0,115,70,4,5,"17+","News",37,4,1
123718656,1.99,13915,205,4.5,5,"4+","Weather",37,2,8
126312448,1.99,6780,68,4,4.5,"9+","Games",38,0,5
79882240,7.99,1701,35,4,4.5,"4+","Productivity",37,5,21
6418432,1.99,6,0,3.5,0,"4+","Health & Fitness",37,0,8
74093568,0,19,0,3,0,"4+","Utilities",37,5,1
12937216,4.99,3483,79,4.5,5,"4+","Medical",37,0,14
53388288,0,2838,26,3,2.5,"4+","Photo & Video",37,5,12
118498304,0,117889,725,3,4.5,"4+","Entertainment",38,1,1
103197675,0.99,50710,309,3.5,4,"9+","Games",45,0,1
24574976,2.99,3960,0,4.5,0,"4+","Weather",37,0,1
96093184,0,24258,305,3,2.5,"4+","Entertainment",37,0,1
77700096,0,37522,39,4,3,"4+","Sports",37,4,1
180804608,0,49578,16,3.5,3,"4+","Productivity",37,5,20
56397824,0.99,626,44,4,5,"4+","Entertainment",38,5,2
229272576,1.99,9286,49,4,3.5,"4+","Games",38,5,1
131000320,0,190670,19,3.5,2.5,"17+","Sports",37,3,45
53097472,19.99,2429,8,4.5,3.5,"4+","Navigation",37,5,16
3375104,3.99,0,0,0,0,"4+","Finance",37,5,3
108166144,0,12811,134,3.5,1.5,"4+","Navigation",37,0,22
89187328,1.99,32338,261,4,4.5,"4+","Photo & Video",37,0,10
13647872,4.99,262,43,4,4,"12+","Games",40,5,1
123544576,0.99,9657,47,4.5,4.5,"4+","Games",38,0,12
1608704,2.99,18332,1007,4.5,5,"4+","Games",37,5,2
50169856,0,53620,2872,4,5,"12+","Health & Fitness",38,0,15
101181440,0.99,38533,36,2.5,3.5,"4+","Photo & Video",37,4,11
15329280,0.99,40,0,3.5,0,"4+","Food & Drink",37,4,7
31845376,1.99,472,0,4,0,"4+","Games",37,5,1
135032832,0,303856,7027,4.5,4.5,"4+","Food & Drink",37,0,2
54648832,0,2070,0,2.5,0,"4+","Sports",37,0,1
8432232,2.99,7941,76,4,3.5,"4+","Games",47,0,1
230720512,0,136833,64,3.5,4.5,"12+","Health & Fitness",37,5,6
80211968,0,112886,298,3.5,1.5,"12+","News",37,1,1
148201472,0,26353,3,3.5,2.5,"4+","Shopping",37,5,2
20795392,0,171055,31,3,3.5,"12+","Entertainment",38,1,1
27934720,2.99,4540,140,4,4.5,"9+","Games",43,5,15
208309248,0,1926,2,3,3,"4+","Lifestyle",38,5,3
33812480,3.99,14345,100,4,2.5,"12+","News",37,0,1
20298752,4.99,1340,288,4.5,5,"4+","Lifestyle",38,0,1
101346304,3.99,31912,154,4.5,5,"4+","Business",37,5,9
210569216,0,354058,452,3.5,4,"17+","News",37,2,33
110198784,0,248,0,4,0,"4+","Travel",37,4,1
78047232,0,11691,44,3.5,4.5,"12+","News",37,5,1
9946112,1.99,381,6,3,2,"12+","Entertainment",38,0,1
44652544,0,18884,451,4,4.5,"9+","Entertainment",37,0,1
30369792,2.99,7410,82,4,4.5,"9+","Reference",37,5,1
376171520,1.99,15175,308,4,4,"4+","Games",38,0,6
96815104,0.99,3166,34,4,4.5,"4+","Business",37,5,5
169138176,0,88885,333,4.5,4,"12+","Shopping",37,5,1
364490752,9.99,882,85,5,5,"12+","Games",43,5,1
44135424,3.99,1729,599,4,4.5,"17+","Lifestyle",37,5,3
112074752,0,43682,19,3.5,2.5,"4+","Sports",37,5,1
98942976,0.99,861,70,2,2.5,"4+","Entertainment",40,4,1
77686784,0,7469,68,3.5,5,"12+","Health & Fitness",37,0,2
94496768,0,4186,6,3.5,4.5,"4+","Shopping",37,0,1
204959744,0,4885,0,3.5,0,"12+","Entertainment",38,0,2
32796672,4.99,3970,509,4,4,"17+","Games",40,3,5
105009152,0,135744,594,4,4.5,"4+","Music",37,4,7
22562816,0,18841,0,4,0,"4+","Social Networking",38,2,29
52632576,3.99,1438,171,4,4,"4+","Navigation",37,3,10
151388160,0,10298,7,4.5,3.5,"4+","Health & Fitness",37,0,15
47323136,0.99,1842,23,3.5,2.5,"4+","Productivity",38,1,1
59846656,1.99,2548,5,4,4,"4+","Education",37,5,1
27807744,0.99,319,12,3,5,"12+","Games",38,5,5
60976128,0,34507,38,3.5,5,"12+","Shopping",37,0,1
194386944,0.99,26482,331,3.5,2.5,"4+","Games",37,0,6
49470464,0,273,0,3,0,"12+","News",37,5,1
147118080,2.99,8331,24,4,3.5,"12+","Music",37,3,15
125411328,0.99,17023,916,4,4.5,"4+","Games",40,0,1
63316992,4.99,1101,8,4,4,"4+","Games",38,5,1
15313920,0.99,1193,1,4,2,"17+","Games",40,5,1
69816320,0,35,0,2.5,0,"17+","Sports",37,3,1
32848910,1.99,4088,436,4,4.5,"4+","Games",47,4,1
52821364,4.99,63943,31264,4,4,"17+","Games",47,0,1
146507776,0,70286,51,3,4,"4+","Shopping",37,0,1
24747008,0,1150,0,2.5,0,"4+","Business",37,5,19
89517056,0,54630,280,2.5,4.5,"4+","Shopping",37,4,1
40722432,0,98777,233,3,4,"4+","Entertainment",37,2,12
73332736,0.99,649,11,4,4,"4+","Photo & Video",37,5,1
83906560,0,60236,58,3,4.5,"12+","Entertainment",37,0,1
76644352,0,115,0,3.5,0,"4+","Food & Drink",37,5,1
37340259,0.99,26732,1428,4,4.5,"17+","Games",43,0,1
26137600,1.99,2722,1,4.5,5,"4+","Shopping",37,0,1
107816960,0,11013,76,3.5,5,"4+","Shopping",37,0,1
152700928,0,507706,181,4.5,4.5,"4+","Health & Fitness",37,5,19
112024576,0,397,0,4.5,0,"4+","Travel",37,0,16
35864576,9.99,196,3,4,5,"4+","Productivity",38,5,2
49594368,3.99,24553,2620,4,4.5,"9+","News",38,5,26
114081792,2.99,12557,6,3.5,5,"4+","Photo & Video",37,5,15
91267072,0,26227,7,4,4.5,"9+","Music",37,4,14
8821760,4.99,28388,7009,5,5,"4+","Business",38,5,9
69513216,2.99,282,1,4,5,"4+","Health & Fitness",38,4,1
7767040,0.99,19296,7,4,4,"4+","Games",37,3,1
88702976,0,183425,4724,4.5,5,"12+","Entertainment",37,5,10
175966208,0,824451,107,4.5,3,"4+","Games",38,0,10
84791296,0,512,6,3.5,5,"4+","Travel",38,0,2
27997184,2.99,315,0,3.5,0,"4+","Lifestyle",37,0,31
131463168,0,268,0,3.5,0,"4+","Travel",37,5,6
5415000,1.99,438,295,4.5,4.5,"4+","Games",45,0,1
126867456,0,187,0,3.5,0,"4+","Navigation",37,5,3
878883840,4.99,15142,73,4,4,"17+","Games",38,5,6
88773632,0,30552,18,3,2.5,"4+","Travel",37,0,1
812758016,2.99,9744,42,3.5,3,"12+","Games",37,4,6
28616704,0,13482,2517,4.5,4.5,"4+","Education",38,5,8
7111680,0,17516,125,3.5,5,"4+","Finance",37,5,1
34056767,0,186653,226,3.5,3.5,"4+","Games",43,0,1
21450752,0.99,10031,142,4,5,"4+","Entertainment",43,0,1
97879040,0,81,0,3,0,"4+","Entertainment",37,5,1
22299021,0.99,9854,823,4,4,"4+","Games",47,0,1
10231808,2.99,1093,106,4,4.5,"9+","Travel",38,0,1
132480000,2.99,4475,95,4.5,4.5,"4+","Health & Fitness",37,5,2
47182848,2.99,9405,1089,4,4.5,"4+","Games",37,5,1
100048896,1.99,2417,1366,4.5,4.5,"4+","Health & Fitness",38,2,1
174839808,0.99,2923,300,4.5,4.5,"4+","Business",37,0,7
13725696,2.99,8657,1468,3.5,4,"9+","Entertainment",38,4,1
11369472,0.99,70,1,2,1,"4+","Photo & Video",37,4,5
155857920,0,162,32,4,5,"17+","News",37,5,2
38718464,0.99,5,0,4,0,"4+","Lifestyle",40,0,2
17879270,0.99,12354,1428,4,4.5,"12+","Games",47,0,1
96635904,0,269,0,3,0,"12+","Social Networking",37,0,1
8039424,3.99,0,0,0,0,"9+","Book",37,5,1
105379840,0.99,426463,680,5,4,"9+","Games",38,0,5
199585792,0,7265,11,3.5,4,"17+","Social Networking",37,5,2
244516864,0,844,1,4,1,"17+","Lifestyle",37,5,2
123450368,0,101,1,4,5,"12+","Entertainment",37,5,1
157625344,0,34428,23,4.5,4,"17+","Social Networking",37,4,30
75612160,1.99,36946,152,4.5,4,"4+","Games",38,5,3
68153344,0,21090,1325,4.5,5,"4+","Finance",37,4,1
84469760,2.99,653,8,4.5,4.5,"12+","Games",37,1,31
100368384,3.99,1118,29,4.5,5,"4+","Education",37,5,29
7344128,1.99,348,33,4,4,"4+","Productivity",40,0,1
25097281,1.99,207,50,3.5,3,"9+","Utilities",40,0,34
43439104,0,5000,23,4.5,4.5,"12+","Health & Fitness",37,5,10
83851264,3.99,15188,272,4.5,4,"12+","Health & Fitness",37,0,2
118980608,0,18572,307,4.5,4.5,"12+","News",37,3,1
76394496,4.99,6403,491,4.5,4.5,"4+","Games",43,5,1
127382528,0,417779,914,4.5,4.5,"12+","Shopping",37,4,10
48819200,4.99,9,1,5,5,"12+","Education",38,5,5
30977024,0.99,107,0,2.5,0,"4+","Entertainment",37,5,1
8073209,1.99,72,72,2,2,"4+","Lifestyle",47,0,1
15676416,2.99,2044,10,3.5,3,"9+","Games",37,5,1
81876992,0,16683,21,3.5,2.5,"4+","Sports",37,5,2
48700821,0.99,1455,1450,3,3,"12+","Games",47,0,1
581353472,4.99,15056,751,4,4,"17+","Games",40,0,3
9906176,0.99,249,5,4.5,4.5,"4+","Photo & Video",37,0,1
114843648,7.99,6091,75,4,3.5,"9+","Games",38,3,8
199450624,7.99,2754,55,4,2.5,"9+","Games",38,5,6
529755136,4.99,9870,12,4.5,4.5,"12+","Games",40,5,1
70516736,0,82602,13,4,4.5,"9+","Music",37,5,23
147066880,7.99,0,0,0,0,"4+","Travel",40,5,1
90241024,1.99,762,5,4,5,"4+","Education",37,5,1
174268416,1.99,160,2,4,3,"4+","Education",37,5,1
187040768,0,9,0,3,0,"17+","Shopping",37,0,1
151864320,0,260965,228,4,3,"12+","Social Networking",37,0,14
4466688,1.99,2305,100,4,5,"4+","Photo & Video",37,5,4
35478528,4.99,137,21,4,5,"4+","Travel",37,3,10
31869952,0,11999,233,4,4.5,"4+","Entertainment",37,4,1
21771264,1.99,1995,148,4.5,4.5,"12+","Photo & Video",38,5,14
103049216,2.99,35045,250,4.5,4.5,"4+","Music",37,0,6
40586240,0.99,343,15,4,4.5,"4+","Entertainment",38,0,30
220397568,1.99,1824,113,4,4,"4+","Entertainment",24,5,22
69057536,0,39642,492,4,4,"4+","Sports",37,5,1
101943296,0,679055,9673,4.5,4.5,"4+","Games",38,4,11
122235904,9.99,17594,143,4,4,"4+","Productivity",37,5,14
151954432,1.99,3531,177,4,4.5,"4+","Games",38,5,1
138047488,3.99,1080,5,3.5,2.5,"4+","Education",37,5,1
105982976,0,11421,57,4,2.5,"4+","Finance",37,4,1
104590336,1.99,698516,132,4.5,4,"4+","Games",38,5,13
32051200,3.99,4497,448,4,4,"12+","Entertainment",24,5,1
225859584,0.99,163598,503,5,4,"9+","Games",24,5,5
229992448,9.99,39678,114,3.5,3.5,"4+","Games",24,5,6
32604160,8.99,1809,52,4.5,3.5,"4+","Productivity",24,5,1
22948864,4.99,624,20,3.5,3.5,"4+","Navigation",37,1,1
35422208,2.99,3761,596,4.5,4.5,"4+","Photo & Video",40,5,1
32083968,3.99,353,8,4,3.5,"12+","Weather",24,5,1
150221824,4.99,6503,60,4.5,5,"4+","Education",24,5,12
30270464,0.99,71,3,3,4.5,"4+","Games",37,2,4
125016064,0,308844,139,3.5,3,"4+","Entertainment",37,5,20
35717120,9.99,3909,36,4.5,5,"4+","Music",24,5,14
31955968,2.99,308,0,4.5,0,"12+","Utilities",40,5,7
44099584,9.99,11156,8,4.5,2.5,"4+","Productivity",24,5,1
34310144,4.99,8542,543,4.5,5,"4+","Photo & Video",26,5,1
35602607,4.99,5853,3860,3.5,4,"17+","Games",26,4,1
234123264,1.99,1506,198,4,4.5,"9+","Games",26,5,6
133874688,0,1649,1,3.5,5,"4+","Social Networking",37,0,3
85724160,0,78890,449,3,3.5,"12+","Entertainment",37,5,1
219693056,3.99,2147,23,4,5,"9+","Games",24,5,1
176164864,0,89110,114,4.5,4,"4+","Games",24,5,10
59101184,0,208648,25664,4,4.5,"4+","Weather",24,4,1
10907191,1.99,856,38,2.5,3.5,"12+","Entertainment",26,3,1
4177920,3.99,7825,828,4.5,4.5,"4+","Productivity",43,5,1
62978048,9.99,7033,119,4,4.5,"4+","Business",37,5,11
66138112,1.99,4255,209,4,2,"4+","Reference",38,5,1
68073472,5.99,3230,5,4.5,4,"4+","Utilities",37,5,7
165748736,0,54175,10176,4.5,4.5,"4+","Reference",24,5,9
33857536,4.99,308,8,4,4.5,"4+","Education",24,5,1
22763520,0.99,2602,71,3,4.5,"9+","Games",37,4,1
107259904,0,29110,324,4.5,4.5,"17+","Productivity",37,5,9
73224192,1.99,273,8,3.5,4.5,"4+","Reference",26,5,1
45182976,0,15654,24,4.5,4.5,"4+","Photo & Video",37,5,2
16292864,0,189,0,2.5,0,"12+","Entertainment",37,1,9
24851456,0.99,829,16,4.5,4.5,"4+","Navigation",24,0,7
58463232,8.99,663,5,5,4,"4+","Photo & Video",37,5,1
71002112,0,359832,17119,4.5,5,"4+","Games",40,5,7
112609280,0,9011,49,3.5,4,"4+","Entertainment",37,5,6
149536768,4.99,17667,14,4.5,4,"4+","Health & Fitness",37,0,15
39844864,0,65450,2721,4,4.5,"4+","Book",37,5,18
105609216,0,31261,374,4.5,4.5,"4+","Travel",37,5,40
14160896,0.99,9885,10,4,4,"4+","Games",40,0,1
112515072,0,11091,415,3,4.5,"4+","Entertainment",37,0,6
64705536,0,132703,394,4,3,"4+","News",37,5,1
37161984,4.99,286,25,2.5,5,"4+","Travel",24,5,1
54776832,0,12683,108,4,4,"12+","Utilities",38,0,29
283852800,0,49466,150,3,2,"4+","Travel",37,4,41
101923840,0,168,0,4,0,"4+","Productivity",37,5,2
40479744,6.99,114,0,4,0,"17+","Book",24,5,3
10612736,2.99,2798,357,4.5,4.5,"4+","Weather",24,5,1
94592000,0,62,0,3.5,0,"4+","Entertainment",37,5,1
33213440,9.99,1756,53,4,5,"4+","Business",37,4,5
37140480,3.99,511,57,4.5,4.5,"4+","Health & Fitness",37,5,1
144180224,0.99,2609,9,3.5,4.5,"17+","Games",40,5,1
7689537,0,354,215,1.5,1,"4+","Social Networking",43,0,1
119812096,0,1750,19,3.5,5,"17+","Utilities",38,0,1
25137152,1.99,1121,209,4.5,4.5,"9+","Games",43,5,1
65074176,0,339,7,4.5,4.5,"4+","Sports",38,0,1
34950144,0,34322,3167,4.5,4.5,"4+","Finance",24,5,1
19054592,1.99,162,17,4.5,4.5,"4+","Productivity",38,3,3
83575808,0,8,1,3,1,"4+","Utilities",37,3,1
14602240,2.99,4386,444,4.5,4.5,"4+","Education",43,5,1
61595648,4.99,5397,476,5,5,"4+","Games",40,5,7
134848512,0,75412,66,4.5,4.5,"17+","Social Networking",37,5,18
133956608,0,97072,143,4,3.5,"17+","Social Networking",37,0,18
17613824,0,9142,22,3.5,4,"12+","Health & Fitness",26,5,1
35975168,1.99,1957,958,4.5,4.5,"4+","Games",40,5,1
127020032,4.99,2944,40,4,4.5,"17+","Entertainment",24,5,29
27962368,1.99,588,54,4,4,"4+","Photo & Video",37,0,14
14824448,1.99,40552,238,4.5,4.5,"4+","Games",40,3,1
83899392,0.99,1267,0,4.5,0,"4+","Finance",38,0,3
19371008,24.99,753,12,4,4.5,"4+","Education",37,5,1
59475968,2.99,725,26,4,4.5,"4+","Weather",24,5,13
80203776,3.99,45,12,4.5,4.5,"12+","Education",38,5,1
227403527,0.99,14910,1003,4,4.5,"12+","Games",45,5,1
75254654,2.99,3064,1428,3.5,3.5,"9+","Games",47,0,1
23879680,0,12074,43,2.5,1.5,"17+","News",24,5,1
4893696,4.99,336,2,4,3,"4+","Productivity",37,5,1
109620224,9.99,6257,15,4,4,"4+","Productivity",37,5,11
18752512,1.99,2445,41,4.5,5,"4+","Photo & Video",24,5,1
